id,cost
737,9700.927607643303
738,9700.927607643303
739,9700.927607643303
740,9700.927607643303
741,9700.927607643303
742,9700.927607643303
743,9700.927607643303
744,9700.927607643303
745,9700.927607643303
746,9700.927607643303
747,9700.927607643303
748,9700.927607643303
749,9700.927607643303
750,9700.927607643303
751,9700.927607643303
752,9700.927607643303
753,9700.927607643303
754,9700.927607643303
755,9700.927607643303
756,9700.927607643303
757,9700.927607643303
758,9700.927607643303
759,9700.927607643303
760,9700.927607643303
761,9700.927607643303
762,9700.927607643303
763,9700.927607643303
764,9700.927607643303
765,9700.927607643303
766,9700.927607643303
767,9700.927607643303
768,9700.927607643303
769,9700.927607643303
770,9700.927607643303
771,9700.927607643303
772,9700.927607643303
773,9700.927607643303
774,9700.927607643303
775,9700.927607643303
776,9700.927607643303
777,9700.927607643303
778,9700.927607643303
779,9700.927607643303
780,9700.927607643303
781,9700.927607643303
782,9700.927607643303
783,9700.927607643303
784,9700.927607643303
785,9700.927607643303
786,9700.927607643303
787,9700.927607643303
788,9700.927607643303
789,9700.927607643303
790,9700.927607643303
791,9700.927607643303
792,9700.927607643303
793,9700.927607643303
794,9700.927607643303
795,9700.927607643303
796,9700.927607643303
797,9700.927607643303
798,9700.927607643303
799,9700.927607643303
800,9700.927607643303
801,9700.927607643303
802,9700.927607643303
803,9700.927607643303
804,9700.927607643303
805,9700.927607643303
806,9700.927607643303
807,9700.927607643303
808,9700.927607643303
809,9700.927607643303
810,9700.927607643303
811,9700.927607643303
812,9700.927607643303
813,9700.927607643303
814,9700.927607643303
815,9700.927607643303
816,9700.927607643303
817,9700.927607643303
818,9700.927607643303
819,9700.927607643303
820,9700.927607643303
821,9700.927607643303
822,9700.927607643303
823,9700.927607643303
824,9700.927607643303
825,9700.927607643303
826,9700.927607643303
827,9700.927607643303
828,9700.927607643303
829,9700.927607643303
830,9700.927607643303
831,9700.927607643303
832,9700.927607643303
833,9700.927607643303
834,9700.927607643303
835,9700.927607643303
836,9700.927607643303
837,9700.927607643303
838,9620.730007574664
839,9620.730007574664
840,9620.730007574664
841,9620.730007574664
842,9620.730007574664
843,9620.730007574664
844,9620.730007574664
845,9620.730007574664
846,9620.730007574664
847,9620.730007574664
848,9620.730007574664
849,9620.730007574664
850,9620.730007574664
851,9620.730007574664
852,9620.730007574664
853,9620.730007574664
854,9620.730007574664
855,9620.730007574664
856,9620.730007574664
857,9620.730007574664
858,9620.730007574664
859,9620.730007574664
860,9620.730007574664
861,9620.730007574664
862,9620.730007574664
863,9620.730007574664
864,9620.730007574664
865,9620.730007574664
866,9620.730007574664
867,9620.730007574664
868,9620.730007574664
869,9620.730007574664
870,9620.730007574664
871,9620.730007574664
872,9620.730007574664
873,9620.730007574664
874,9620.730007574664
875,9620.730007574664
876,9620.730007574664
877,9620.730007574664
878,9620.730007574664
879,9620.730007574664
880,9620.730007574664
881,9620.730007574664
882,9620.730007574664
883,9620.730007574664
884,9620.730007574664
885,9620.730007574664
886,9620.730007574664
887,9620.730007574664
888,9620.730007574664
889,9620.730007574664
890,9620.730007574664
891,9620.730007574664
892,9620.730007574664
893,9620.730007574664
894,9620.730007574664
895,9620.730007574664
896,9620.730007574664
897,9620.730007574664
898,9620.730007574664
899,9620.730007574664
900,9620.730007574664
901,9620.730007574664
902,9620.730007574664
903,9620.730007574664
904,9620.730007574664
905,9620.730007574664
906,9620.730007574664
907,9620.730007574664
908,9620.730007574664
909,9620.730007574664
910,9620.730007574664
911,9620.730007574664
912,9620.730007574664
913,9620.730007574664
914,9620.730007574664
915,9620.730007574664
916,9620.730007574664
917,9620.730007574664
918,9600.517719745914
919,9600.517719745914
920,9600.517719745914
921,9600.517719745914
922,9600.517719745914
923,9600.517719745914
924,9600.517719745914
925,9600.517719745914
926,9600.517719745914
927,9600.517719745914
928,9600.517719745914
929,9600.517719745914
930,9600.517719745914
931,9599.581321637053
932,9599.581321637053
933,9599.581321637053
934,9599.581321637053
935,9599.581321637053
936,9599.581321637053
937,9599.581321637053
938,9599.581321637053
939,9599.581321637053
940,9599.581321637053
941,9599.581321637053
942,9599.581321637053
943,9469.518704762882
944,9469.518704762882
945,9469.518704762882
946,9469.518704762882
947,9469.518704762882
948,9469.518704762882
949,9469.518704762882
950,9469.518704762882
951,9469.518704762882
952,9469.518704762882
953,9469.518704762882
954,9469.518704762882
955,9469.518704762882
956,9469.518704762882
957,9469.518704762882
958,9469.518704762882
959,9469.518704762882
960,9469.518704762882
961,9469.518704762882
962,9469.518704762882
963,9469.518704762882
964,9469.518704762882
965,9469.518704762882
966,9469.518704762882
967,9469.518704762882
968,9469.518704762882
969,9469.518704762882
970,9469.518704762882
971,9469.518704762882
972,9469.518704762882
973,9469.518704762882
974,9469.518704762882
975,9469.518704762882
976,9469.518704762882
977,9469.518704762882
978,9469.518704762882
979,9469.518704762882
980,9469.518704762882
981,9469.518704762882
982,9469.518704762882
983,9469.518704762882
984,9469.518704762882
985,9469.518704762882
986,9469.518704762882
987,9469.518704762882
988,9469.518704762882
989,9469.518704762882
990,9469.518704762882
991,9469.518704762882
992,9469.518704762882
993,9469.518704762882
994,9469.518704762882
995,9469.518704762882
996,9469.518704762882
997,9469.518704762882
998,9469.518704762882
999,9469.518704762882
