id,cost
0,21186.67725411181
1,21186.67725411181
2,20665.067293175638
3,19788.654365645903
4,19788.654365645903
5,18373.837897085137
6,17534.08057577563
7,17265.261073013306
8,17252.308301719793
9,17252.308301719793
10,16500.467388220237
11,16500.467388220237
12,16500.467388220237
13,16486.596743235554
14,16486.596743235554
15,16486.596743235554
16,16486.596743235554
17,16486.596743235554
18,15054.439841236526
19,15054.439841236526
20,15054.439841236526
21,15054.439841236526
22,15054.439841236526
23,15054.439841236526
24,15054.439841236526
25,15054.439841236526
26,15054.439841236526
27,15054.439841236526
28,15054.439841236526
29,15054.439841236526
30,15054.439841236526
31,15054.439841236526
32,14564.665000547768
33,14564.665000547768
34,13697.304968832594
35,13697.304968832594
36,12469.05159194419
37,12469.05159194419
38,12469.05159194419
39,12469.05159194419
40,12469.05159194419
41,12469.05159194419
42,12469.05159194419
43,12469.05159194419
44,12469.05159194419
45,12469.05159194419
46,12469.05159194419
47,12469.05159194419
48,12469.05159194419
49,12469.05159194419
50,12469.05159194419
51,12469.05159194419
52,12469.05159194419
53,12469.05159194419
54,12469.05159194419
55,12469.05159194419
56,12469.05159194419
57,12469.05159194419
58,12469.05159194419
59,12469.05159194419
60,12469.05159194419
61,12469.05159194419
62,12469.05159194419
63,12469.05159194419
64,12469.05159194419
65,12469.05159194419
66,12469.05159194419
67,12469.05159194419
68,12469.05159194419
69,12469.05159194419
70,12469.05159194419
71,12469.05159194419
72,12469.05159194419
73,12469.05159194419
74,12469.05159194419
75,12469.05159194419
76,12469.05159194419
77,12378.46944970722
78,12378.46944970722
79,12378.46944970722
80,12378.46944970722
81,12378.46944970722
82,12378.46944970722
83,12378.46944970722
84,12249.825761991144
85,12249.825761991144
86,12249.825761991144
87,12035.06368583358
88,12035.06368583358
89,11902.91637705171
90,11693.692296667678
91,11693.692296667678
92,11693.692296667678
93,11693.692296667678
94,11496.351803386668
95,11496.351803386668
96,11496.351803386668
97,11496.351803386668
98,11496.351803386668
99,11496.351803386668
100,11496.351803386668
101,11448.642298483262
102,11448.642298483262
103,11251.420157820923
104,11251.420157820923
105,11251.420157820923
106,11251.420157820923
107,11238.782376565094
108,11238.782376565094
109,11235.219646551292
110,11235.219646551292
111,11235.219646551292
112,11235.219646551292
